id,age,income,gender,city,target
2856,20.0,3000.0,여,부산,0
2857,50.0,,남,대구,0
2858,50.0,4000.0,nan,부산,1
2859,20.0,3000.0,nan,부산,0
2860,40.0,3000.0,nan,서울,1
2861,,6000.0,여,대구,0
2862,30.0,,nan,서울,1
2863,50.0,,여,대구,0
2864,,4000.0,남,서울,0
2865,40.0,4000.0,nan,부산,1
2866,30.0,3000.0,여,서울,0
2867,30.0,,nan,부산,0
2868,50.0,,여,대구,1
2869,20.0,4000.0,여,부산,0
2870,40.0,5000.0,남,서울,0
2871,50.0,3000.0,여,대구,0
2872,40.0,,여,서울,0
2873,20.0,6000.0,nan,부산,1
2874,20.0,6000.0,남,부산,1
2875,50.0,5000.0,여,서울,0
2876,20.0,4000.0,nan,대구,0
2877,,4000.0,남,서울,0
2878,30.0,4000.0,여,부산,1
2879,50.0,6000.0,nan,대구,1
2880,40.0,4000.0,남,서울,1
2881,,6000.0,남,부산,1
2882,50.0,5000.0,남,대구,0
2883,20.0,3000.0,남,서울,0
2884,20.0,,여,대구,0
2885,20.0,5000.0,여,부산,0
2886,20.0,6000.0,남,서울,0
2887,40.0,5000.0,남,서울,1
2888,,,여,부산,0
2889,30.0,3000.0,nan,부산,0
2890,40.0,,남,부산,0
2891,40.0,6000.0,여,서울,1
2892,30.0,,여,부산,0
2893,30.0,5000.0,nan,서울,0
2894,20.0,4000.0,여,서울,0
2895,40.0,5000.0,남,대구,1
2896,50.0,6000.0,여,부산,0
2897,30.0,3000.0,남,부산,1
2898,30.0,,여,대구,0
2899,,3000.0,남,서울,1
2900,50.0,6000.0,남,서울,1
2901,50.0,,여,서울,0
2902,30.0,5000.0,남,부산,0
2903,20.0,5000.0,여,서울,0
2904,,6000.0,여,대구,1
2905,50.0,,여,서울,0
2906,30.0,5000.0,남,부산,0
2907,50.0,6000.0,여,부산,0
2908,,6000.0,nan,서울,1
2909,,3000.0,남,서울,0
2910,40.0,5000.0,nan,부산,0
2911,30.0,,nan,서울,0
2912,,5000.0,nan,대구,0
2913,40.0,5000.0,nan,부산,0
2914,40.0,5000.0,여,서울,1
2915,50.0,6000.0,nan,서울,0
2916,50.0,4000.0,남,서울,0
2917,40.0,4000.0,nan,대구,0
2918,50.0,3000.0,nan,부산,1
2919,,5000.0,nan,대구,0
2920,20.0,4000.0,여,서울,1
2921,,3000.0,nan,대구,0
2922,40.0,6000.0,nan,서울,0
2923,40.0,5000.0,nan,서울,1
2924,,,남,부산,0
2925,50.0,6000.0,여,부산,1
2926,50.0,3000.0,여,서울,1
2927,40.0,6000.0,여,서울,0
2928,30.0,,남,서울,0
2929,50.0,6000.0,nan,부산,0
2930,,3000.0,남,부산,1
2931,50.0,,여,서울,0
2932,,,여,부산,0
2933,40.0,6000.0,여,서울,0
2934,50.0,,남,대구,1
2935,,6000.0,여,부산,0
2936,40.0,5000.0,nan,서울,0
2937,30.0,,남,대구,0
2938,,6000.0,nan,서울,1
2939,30.0,5000.0,여,대구,0
2940,30.0,,여,부산,0
2941,20.0,5000.0,남,부산,0
2942,50.0,,nan,서울,0
2943,,3000.0,남,부산,0
2944,30.0,3000.0,nan,부산,0
2945,20.0,6000.0,여,대구,0
2946,40.0,4000.0,남,부산,0
2947,,3000.0,남,대구,0
2948,30.0,4000.0,nan,대구,0
2949,50.0,5000.0,여,대구,1
2950,20.0,5000.0,여,부산,0
2951,30.0,4000.0,nan,서울,0
2952,50.0,6000.0,nan,서울,0
2953,30.0,,nan,부산,0
2954,,4000.0,nan,대구,1
2955,,4000.0,nan,부산,0
2956,,4000.0,여,서울,0
2957,20.0,4000.0,여,대구,1
2958,,4000.0,남,부산,1
2959,50.0,6000.0,여,대구,1
2960,30.0,3000.0,nan,대구,0
2961,40.0,,여,서울,0
2962,50.0,3000.0,여,대구,1
2963,50.0,4000.0,여,부산,1
2964,,3000.0,남,대구,0
2965,20.0,6000.0,남,대구,1
2966,30.0,5000.0,nan,부산,0
2967,20.0,3000.0,nan,서울,0
2968,30.0,,남,서울,0
2969,30.0,6000.0,여,부산,0
2970,20.0,5000.0,여,대구,0
2971,50.0,6000.0,남,부산,0
2972,30.0,4000.0,nan,부산,0
2973,20.0,5000.0,여,부산,0
2974,30.0,,nan,서울,0
2975,40.0,5000.0,여,대구,1
2976,50.0,,nan,부산,0
2977,,4000.0,여,서울,1
2978,30.0,,nan,서울,0
2979,40.0,6000.0,nan,대구,1
2980,,3000.0,nan,부산,0
2981,,6000.0,남,대구,1
2982,30.0,6000.0,nan,부산,0
2983,20.0,5000.0,남,서울,0
2984,30.0,4000.0,남,서울,0
2985,40.0,3000.0,nan,대구,1
2986,,,남,부산,1
2987,30.0,5000.0,남,대구,0
2988,20.0,4000.0,남,부산,0
2989,30.0,3000.0,여,대구,1
2990,50.0,6000.0,nan,서울,1
2991,20.0,4000.0,남,대구,0
2992,40.0,4000.0,nan,부산,1
2993,,4000.0,남,대구,0
2994,30.0,6000.0,nan,부산,1
2995,20.0,,남,대구,1
2996,50.0,5000.0,여,부산,0
2997,20.0,,여,부산,0
2998,50.0,3000.0,여,부산,0
2999,40.0,5000.0,남,대구,0
3000,,3000.0,nan,대구,1
3001,40.0,6000.0,남,서울,1
3002,30.0,,여,부산,0
3003,20.0,4000.0,남,서울,1
3004,50.0,5000.0,nan,서울,0
3005,50.0,4000.0,여,부산,1
3006,20.0,3000.0,남,서울,1
3007,20.0,4000.0,nan,대구,1
3008,30.0,4000.0,여,서울,0
3009,40.0,6000.0,nan,대구,0
3010,50.0,6000.0,nan,부산,0
3011,30.0,,여,부산,0
3012,40.0,3000.0,남,부산,0
3013,30.0,6000.0,남,서울,1
3014,50.0,6000.0,남,부산,0
3015,20.0,,남,부산,0
3016,20.0,5000.0,nan,대구,0
3017,40.0,,남,서울,0
3018,,4000.0,남,서울,0
3019,40.0,4000.0,nan,부산,0
3020,,6000.0,nan,서울,0
3021,30.0,6000.0,여,부산,0
3022,30.0,,nan,대구,0
3023,50.0,,여,서울,0
3024,,3000.0,여,서울,1
3025,50.0,4000.0,남,대구,1
3026,20.0,,남,서울,0
3027,,5000.0,남,부산,0
3028,40.0,3000.0,nan,서울,1
3029,20.0,,nan,서울,0
3030,20.0,6000.0,남,대구,0
3031,40.0,,남,대구,0
3032,20.0,6000.0,nan,부산,1
3033,,6000.0,여,서울,1
3034,50.0,4000.0,여,서울,0
3035,20.0,4000.0,남,대구,0
3036,,,남,부산,0
3037,30.0,,남,서울,1
3038,,5000.0,여,부산,1
3039,50.0,3000.0,남,서울,0
3040,,3000.0,여,대구,1
3041,40.0,,nan,대구,0
3042,50.0,4000.0,nan,대구,0
3043,30.0,5000.0,nan,대구,0
3044,40.0,3000.0,남,대구,0
3045,,,nan,대구,0
3046,50.0,4000.0,여,부산,1
3047,30.0,4000.0,여,대구,0
3048,40.0,4000.0,여,부산,0
3049,30.0,6000.0,남,대구,0
3050,,4000.0,남,서울,0
3051,30.0,,여,서울,0
3052,20.0,5000.0,여,서울,0
3053,40.0,,여,부산,0
3054,30.0,4000.0,여,대구,0
3055,,5000.0,nan,부산,0
3056,,3000.0,여,대구,0
3057,30.0,3000.0,남,서울,0
3058,,,남,부산,0
3059,50.0,5000.0,남,대구,0
3060,50.0,,남,부산,1
3061,50.0,5000.0,남,부산,1
3062,20.0,5000.0,여,서울,1
3063,30.0,,여,서울,0
3064,20.0,5000.0,nan,서울,0
3065,,4000.0,nan,서울,1
3066,20.0,5000.0,nan,서울,0
3067,,5000.0,여,대구,0
3068,,,nan,대구,1
3069,40.0,3000.0,여,서울,0
3070,50.0,6000.0,남,서울,0
3071,,5000.0,여,서울,1
3072,40.0,6000.0,여,부산,1
3073,50.0,5000.0,남,서울,1
3074,,,남,대구,0
3075,,,남,대구,1
3076,20.0,5000.0,nan,부산,1
3077,20.0,,nan,대구,1
3078,50.0,,nan,서울,1
3079,,5000.0,남,부산,0
3080,30.0,3000.0,nan,부산,0
3081,20.0,5000.0,남,대구,1
3082,50.0,3000.0,남,서울,0
3083,,,남,서울,0
3084,,3000.0,nan,서울,1
3085,30.0,,nan,부산,0
3086,50.0,3000.0,남,대구,0
3087,,3000.0,nan,대구,0
3088,20.0,5000.0,여,대구,0
3089,30.0,3000.0,nan,서울,0
3090,50.0,,남,부산,1
3091,30.0,5000.0,남,부산,0
3092,20.0,3000.0,남,대구,0
3093,50.0,5000.0,여,대구,1
3094,30.0,6000.0,남,부산,0
3095,40.0,5000.0,남,대구,0
3096,20.0,6000.0,nan,부산,1
3097,20.0,6000.0,여,부산,0
3098,20.0,5000.0,nan,대구,1
3099,40.0,,남,부산,1
3100,40.0,,남,부산,1
3101,,,여,대구,0
3102,30.0,4000.0,남,대구,0
3103,,6000.0,여,대구,0
3104,30.0,5000.0,nan,부산,1
3105,40.0,,여,대구,1
3106,40.0,,nan,대구,1
3107,,5000.0,남,부산,0
3108,50.0,6000.0,nan,부산,0
3109,,5000.0,nan,대구,0
3110,30.0,4000.0,nan,대구,0
3111,,4000.0,여,부산,1
3112,20.0,5000.0,nan,부산,0
3113,30.0,6000.0,여,서울,0
3114,30.0,,여,부산,1
3115,50.0,4000.0,여,부산,0
3116,40.0,4000.0,남,서울,1
3117,30.0,6000.0,남,대구,0
3118,40.0,4000.0,남,서울,1
3119,,4000.0,여,부산,0
3120,20.0,6000.0,남,서울,0
3121,50.0,5000.0,nan,서울,0
3122,40.0,,여,서울,1
3123,30.0,,남,서울,0
3124,40.0,4000.0,여,서울,0
3125,30.0,,남,서울,1
3126,40.0,5000.0,nan,대구,0
3127,30.0,4000.0,여,서울,1
3128,,,남,서울,0
3129,30.0,3000.0,남,서울,0
3130,30.0,3000.0,nan,서울,0
3131,20.0,3000.0,nan,부산,0
3132,30.0,3000.0,남,서울,0
3133,20.0,3000.0,남,서울,0
3134,50.0,4000.0,여,서울,0
3135,20.0,6000.0,여,대구,0
3136,,6000.0,남,서울,0
3137,20.0,4000.0,nan,부산,0
3138,50.0,4000.0,여,대구,0
3139,,5000.0,남,부산,1
3140,40.0,6000.0,nan,대구,0
3141,40.0,3000.0,nan,대구,0
3142,20.0,4000.0,남,서울,0
3143,20.0,3000.0,남,서울,1
3144,50.0,6000.0,여,대구,0
3145,50.0,,남,서울,0
3146,30.0,,여,서울,1
3147,50.0,4000.0,nan,대구,0
3148,30.0,5000.0,여,대구,0
3149,,3000.0,남,부산,1
3150,20.0,4000.0,여,대구,0
3151,,5000.0,nan,부산,0
3152,50.0,3000.0,nan,부산,0
3153,,6000.0,남,서울,0
3154,,,여,서울,0
3155,,5000.0,남,대구,0
3156,50.0,3000.0,남,대구,0
3157,,4000.0,nan,부산,0
3158,30.0,3000.0,여,부산,1
3159,50.0,4000.0,남,서울,1
3160,,,nan,대구,0
3161,50.0,,남,대구,0
3162,40.0,3000.0,여,대구,0
3163,30.0,3000.0,남,대구,0
3164,,4000.0,여,서울,1
3165,40.0,4000.0,nan,서울,1
3166,40.0,5000.0,nan,부산,0
3167,50.0,5000.0,남,서울,0
3168,40.0,5000.0,nan,부산,1
3169,30.0,3000.0,남,서울,1
3170,30.0,5000.0,남,서울,0
3171,20.0,3000.0,여,대구,0
3172,30.0,,남,부산,0
3173,40.0,6000.0,여,부산,1
3174,30.0,,남,부산,0
3175,50.0,3000.0,여,서울,1
3176,20.0,3000.0,nan,대구,0
3177,40.0,6000.0,남,서울,1
3178,20.0,4000.0,여,대구,0
3179,40.0,4000.0,남,서울,0
3180,50.0,4000.0,여,부산,0
3181,20.0,5000.0,여,서울,0
3182,,4000.0,남,부산,0
3183,40.0,5000.0,남,대구,0
3184,,5000.0,nan,부산,0
3185,20.0,4000.0,nan,부산,0
3186,,4000.0,nan,부산,0
3187,,6000.0,남,부산,0
3188,20.0,6000.0,nan,대구,0
3189,50.0,5000.0,여,서울,0
3190,,6000.0,남,서울,0
3191,,5000.0,여,서울,0
3192,50.0,3000.0,여,서울,0
3193,,5000.0,여,부산,0
3194,,5000.0,남,대구,0
3195,,6000.0,남,대구,0
3196,30.0,3000.0,nan,서울,0
3197,50.0,,nan,서울,0
3198,,,nan,대구,1
3199,50.0,,nan,대구,0
3200,40.0,3000.0,여,부산,0
3201,40.0,4000.0,남,대구,0
3202,,3000.0,nan,대구,1
3203,50.0,6000.0,여,부산,0
3204,50.0,5000.0,남,부산,1
3205,50.0,5000.0,남,부산,1
3206,30.0,6000.0,남,대구,1
3207,40.0,6000.0,여,대구,1
3208,50.0,5000.0,nan,대구,0
3209,50.0,4000.0,남,부산,0
3210,30.0,4000.0,여,대구,1
3211,30.0,4000.0,남,대구,1
3212,50.0,6000.0,여,부산,0
3213,20.0,5000.0,nan,서울,0
3214,50.0,5000.0,nan,서울,1
3215,50.0,5000.0,남,대구,0
3216,30.0,3000.0,nan,부산,0
3217,30.0,3000.0,nan,부산,0
3218,50.0,,여,대구,0
3219,50.0,3000.0,여,대구,0
3220,50.0,4000.0,남,서울,1
3221,30.0,4000.0,여,부산,0
3222,50.0,4000.0,nan,대구,1
3223,50.0,4000.0,여,부산,1
3224,,,nan,대구,1
3225,20.0,4000.0,남,서울,1
3226,40.0,6000.0,nan,대구,0
3227,20.0,6000.0,여,서울,0
3228,,6000.0,여,서울,1
3229,40.0,3000.0,여,대구,0
3230,50.0,5000.0,여,대구,0
3231,,,남,서울,0
3232,50.0,6000.0,nan,부산,0
3233,30.0,6000.0,여,부산,1
3234,,4000.0,nan,서울,0
3235,30.0,6000.0,남,서울,1
3236,,4000.0,nan,대구,0
3237,,4000.0,여,대구,0
3238,30.0,5000.0,nan,서울,0
3239,40.0,3000.0,여,서울,1
3240,20.0,4000.0,여,부산,0
3241,50.0,4000.0,남,부산,1
3242,,5000.0,남,부산,1
3243,50.0,4000.0,nan,서울,0
3244,30.0,,nan,서울,1
3245,50.0,3000.0,여,부산,0
3246,30.0,,여,부산,0
3247,50.0,6000.0,여,대구,0
3248,20.0,3000.0,여,대구,0
3249,20.0,6000.0,남,서울,0
3250,20.0,4000.0,여,대구,0
3251,20.0,5000.0,남,서울,1
3252,20.0,,nan,서울,0
3253,20.0,6000.0,nan,서울,0
3254,30.0,4000.0,남,부산,0
3255,,,여,대구,0
3256,50.0,,nan,대구,0
3257,20.0,6000.0,남,대구,0
3258,30.0,4000.0,nan,대구,1
3259,30.0,5000.0,여,부산,0
3260,30.0,6000.0,남,대구,0
3261,,,nan,대구,0
3262,50.0,,여,부산,0
3263,,3000.0,남,대구,1
3264,40.0,4000.0,남,대구,1
3265,30.0,3000.0,남,부산,1
3266,40.0,5000.0,남,부산,0
3267,20.0,6000.0,nan,부산,0
3268,20.0,,남,부산,0
3269,,4000.0,남,서울,0
3270,50.0,,남,부산,0
3271,40.0,3000.0,남,대구,0
3272,50.0,3000.0,남,대구,0
3273,,6000.0,여,대구,0
3274,20.0,4000.0,nan,대구,0
3275,50.0,4000.0,여,서울,1
3276,50.0,6000.0,nan,서울,0
3277,20.0,3000.0,남,서울,0
3278,40.0,3000.0,nan,대구,0
3279,20.0,3000.0,남,대구,0
3280,50.0,,남,부산,0
3281,40.0,5000.0,여,부산,0
3282,40.0,3000.0,여,대구,0
3283,20.0,5000.0,여,부산,0
3284,50.0,5000.0,nan,부산,0
3285,,4000.0,nan,대구,1
3286,50.0,6000.0,여,서울,0
3287,30.0,,여,대구,0
3288,,5000.0,남,대구,0
3289,40.0,,nan,부산,0
3290,,4000.0,남,부산,0
3291,40.0,3000.0,nan,대구,0
3292,40.0,5000.0,여,서울,1
3293,,6000.0,nan,대구,0
3294,40.0,4000.0,nan,서울,0
3295,40.0,,남,서울,0
3296,30.0,3000.0,여,대구,0
3297,50.0,,여,대구,1
3298,50.0,6000.0,여,대구,0
3299,30.0,5000.0,남,서울,0
3300,,6000.0,남,부산,1
3301,20.0,,남,서울,1
3302,20.0,,nan,서울,0
3303,20.0,6000.0,nan,서울,0
3304,30.0,6000.0,남,부산,1
3305,30.0,6000.0,남,서울,1
3306,40.0,3000.0,여,서울,0
3307,20.0,,nan,서울,0
3308,,4000.0,nan,부산,0
3309,,3000.0,여,서울,0
3310,20.0,3000.0,여,부산,0
3311,20.0,3000.0,여,부산,0
3312,20.0,4000.0,남,대구,0
3313,30.0,6000.0,남,대구,0
3314,30.0,,남,대구,0
3315,30.0,5000.0,남,부산,0
3316,50.0,5000.0,남,대구,1
3317,,,nan,대구,1
3318,,4000.0,nan,대구,1
3319,40.0,5000.0,nan,부산,0
3320,30.0,3000.0,여,서울,0
3321,50.0,5000.0,nan,대구,1
3322,50.0,,여,대구,1
3323,,3000.0,nan,대구,1
3324,30.0,5000.0,남,대구,0
3325,40.0,,nan,부산,0
3326,30.0,4000.0,남,서울,1
3327,20.0,,남,서울,1
3328,30.0,4000.0,nan,대구,1
3329,20.0,3000.0,nan,서울,0
3330,20.0,,남,대구,0
3331,40.0,6000.0,여,대구,0
3332,,6000.0,여,서울,1
3333,30.0,6000.0,nan,서울,1
3334,20.0,6000.0,남,부산,0
3335,30.0,6000.0,여,대구,0
3336,,4000.0,nan,서울,0
3337,,,nan,부산,0
3338,50.0,3000.0,남,서울,0
3339,,6000.0,여,서울,1
3340,40.0,6000.0,nan,대구,1
3341,20.0,3000.0,여,부산,0
3342,50.0,3000.0,nan,대구,0
3343,40.0,6000.0,nan,서울,0
3344,30.0,4000.0,여,부산,0
3345,20.0,3000.0,여,대구,1
3346,,,남,부산,1
3347,20.0,,남,서울,0
3348,30.0,4000.0,남,부산,0
3349,50.0,5000.0,남,서울,0
3350,50.0,4000.0,여,대구,0
3351,50.0,6000.0,남,서울,0
3352,,5000.0,여,서울,0
3353,40.0,6000.0,nan,부산,1
3354,40.0,,여,부산,0
3355,20.0,3000.0,남,대구,1
3356,,6000.0,여,부산,0
3357,50.0,,여,대구,1
3358,50.0,4000.0,여,서울,1
3359,30.0,6000.0,여,서울,0
3360,30.0,,여,부산,0
3361,50.0,3000.0,남,서울,1
3362,50.0,6000.0,여,서울,0
3363,,,남,대구,0
3364,40.0,6000.0,nan,부산,1
3365,30.0,3000.0,여,대구,0
3366,40.0,6000.0,nan,서울,0
3367,,6000.0,남,서울,0
3368,50.0,,여,서울,0
3369,40.0,5000.0,nan,부산,0
3370,50.0,6000.0,남,서울,0
3371,50.0,5000.0,nan,서울,1
3372,20.0,4000.0,여,대구,0
3373,40.0,6000.0,여,부산,0
3374,40.0,5000.0,여,서울,0
3375,50.0,4000.0,남,대구,1
3376,,,nan,서울,0
3377,20.0,6000.0,남,대구,1
3378,50.0,,nan,서울,0
3379,30.0,4000.0,남,부산,0
3380,30.0,,여,부산,0
3381,20.0,,nan,대구,0
3382,,3000.0,nan,서울,0
3383,50.0,4000.0,nan,부산,1
3384,40.0,,남,서울,1
3385,20.0,5000.0,여,부산,0
3386,,4000.0,nan,대구,0
3387,40.0,3000.0,남,부산,1
3388,30.0,6000.0,nan,서울,0
3389,30.0,,여,서울,0
3390,40.0,5000.0,nan,서울,0
3391,20.0,3000.0,여,대구,0
3392,30.0,4000.0,남,대구,0
3393,50.0,,남,서울,0
3394,40.0,3000.0,여,서울,0
3395,40.0,3000.0,여,부산,1
3396,30.0,5000.0,남,부산,0
3397,20.0,6000.0,여,부산,0
3398,50.0,6000.0,여,서울,0
3399,20.0,6000.0,nan,부산,1
3400,,4000.0,남,서울,0
3401,,3000.0,남,대구,0
3402,30.0,4000.0,여,부산,0
3403,30.0,3000.0,여,서울,0
3404,30.0,5000.0,여,서울,0
3405,,5000.0,남,대구,0
3406,20.0,4000.0,nan,대구,0
3407,20.0,4000.0,남,대구,1
3408,30.0,5000.0,nan,대구,0
3409,50.0,,여,부산,1
3410,20.0,6000.0,남,대구,0
3411,,6000.0,nan,서울,0
3412,40.0,5000.0,남,서울,1
3413,40.0,6000.0,nan,서울,1
3414,40.0,,nan,서울,0
3415,50.0,,남,서울,0
3416,30.0,3000.0,여,대구,1
3417,,4000.0,남,서울,0
3418,50.0,6000.0,여,대구,0
3419,,,nan,대구,0
3420,,4000.0,nan,대구,0
3421,30.0,4000.0,남,대구,0
3422,40.0,3000.0,남,부산,1
3423,30.0,4000.0,여,부산,0
3424,50.0,4000.0,여,부산,1
3425,50.0,5000.0,남,부산,0
3426,50.0,3000.0,여,부산,0
3427,30.0,3000.0,여,서울,0
3428,,6000.0,남,부산,1
3429,,4000.0,남,서울,0
3430,20.0,6000.0,nan,서울,0
3431,50.0,,nan,대구,1
3432,,4000.0,남,대구,1
3433,20.0,,nan,대구,0
3434,,5000.0,여,부산,1
3435,50.0,4000.0,남,서울,1
3436,40.0,6000.0,nan,부산,0
3437,50.0,6000.0,남,대구,0
3438,30.0,4000.0,nan,대구,0
3439,,6000.0,남,서울,0
3440,,4000.0,여,서울,1
3441,30.0,3000.0,nan,대구,0
3442,30.0,6000.0,남,부산,1
3443,40.0,4000.0,여,부산,1
3444,,4000.0,nan,서울,0
3445,,6000.0,nan,대구,1
3446,40.0,3000.0,남,부산,1
3447,20.0,6000.0,여,서울,0
3448,40.0,4000.0,남,서울,1
3449,50.0,3000.0,nan,서울,1
3450,,,남,부산,0
3451,30.0,5000.0,남,서울,1
3452,50.0,6000.0,여,부산,0
3453,,4000.0,여,서울,0
3454,40.0,3000.0,nan,부산,1
3455,50.0,3000.0,여,대구,1
3456,,,남,부산,1
3457,20.0,6000.0,nan,대구,0
3458,20.0,3000.0,여,서울,0
3459,30.0,,남,부산,0
3460,,4000.0,남,서울,0
3461,20.0,,nan,대구,0
3462,40.0,6000.0,nan,서울,1
3463,,,여,서울,0
3464,40.0,3000.0,여,서울,0
3465,40.0,3000.0,여,대구,0
3466,20.0,5000.0,여,대구,0
3467,,,nan,부산,0
3468,50.0,4000.0,남,부산,0
3469,20.0,6000.0,남,부산,0
3470,20.0,5000.0,여,부산,0
3471,,,nan,서울,0
3472,,4000.0,여,대구,0
3473,40.0,5000.0,여,대구,0
3474,,3000.0,nan,서울,0
3475,40.0,6000.0,남,부산,1
3476,20.0,,남,대구,0
3477,30.0,4000.0,여,서울,1
3478,50.0,3000.0,nan,서울,1
3479,20.0,5000.0,남,부산,0
3480,,6000.0,남,부산,0
3481,50.0,5000.0,nan,대구,1
3482,30.0,5000.0,nan,대구,0
3483,30.0,4000.0,남,부산,0
3484,40.0,3000.0,여,대구,0
3485,50.0,,여,부산,0
3486,40.0,4000.0,남,서울,1
3487,20.0,6000.0,여,서울,1
3488,50.0,5000.0,여,서울,0
3489,20.0,6000.0,nan,대구,0
3490,40.0,4000.0,nan,부산,0
3491,50.0,4000.0,nan,서울,1
3492,40.0,,여,서울,0
3493,50.0,5000.0,nan,대구,1
3494,40.0,4000.0,nan,대구,0
3495,30.0,6000.0,남,서울,1
3496,40.0,,nan,대구,0
3497,30.0,6000.0,남,대구,1
3498,40.0,5000.0,여,대구,0
3499,50.0,,nan,대구,1
3500,50.0,,남,부산,0
3501,50.0,,남,대구,0
3502,,3000.0,남,대구,0
3503,20.0,,여,부산,0
3504,50.0,6000.0,nan,대구,0
3505,30.0,6000.0,여,대구,0
3506,50.0,5000.0,남,서울,0
3507,,4000.0,여,서울,0
3508,30.0,4000.0,여,서울,0
3509,,3000.0,남,부산,0
3510,30.0,,nan,대구,0
3511,40.0,3000.0,nan,부산,0
3512,20.0,5000.0,여,부산,0
3513,20.0,5000.0,nan,대구,0
3514,,4000.0,남,대구,1
3515,20.0,5000.0,nan,서울,0
3516,,,여,대구,0
3517,,6000.0,남,부산,0
3518,,5000.0,남,서울,1
3519,20.0,3000.0,남,부산,0
3520,,,여,대구,1
3521,20.0,5000.0,여,서울,0
3522,,5000.0,nan,대구,0
3523,50.0,,여,서울,0
3524,,5000.0,남,서울,0
3525,30.0,6000.0,여,서울,0
3526,,4000.0,여,대구,0
3527,40.0,,nan,서울,1
3528,,3000.0,남,서울,0
3529,30.0,5000.0,nan,대구,0
3530,30.0,4000.0,nan,부산,1
3531,20.0,3000.0,nan,대구,1
3532,50.0,3000.0,남,대구,0
3533,,6000.0,nan,서울,1
3534,20.0,4000.0,남,대구,0
3535,50.0,,nan,대구,0
3536,,4000.0,nan,대구,0
3537,40.0,4000.0,남,서울,0
3538,,3000.0,여,대구,0
3539,30.0,6000.0,nan,서울,0
3540,30.0,6000.0,여,대구,0
3541,40.0,4000.0,nan,서울,0
3542,20.0,4000.0,여,서울,1
3543,50.0,5000.0,여,대구,0
3544,,3000.0,여,부산,0
3545,30.0,,여,대구,1
3546,20.0,,여,부산,1
3547,40.0,6000.0,남,서울,1
3548,30.0,3000.0,여,부산,0
3549,40.0,6000.0,남,부산,0
3550,,,nan,서울,0
3551,50.0,4000.0,남,부산,0
3552,30.0,3000.0,여,대구,0
3553,30.0,3000.0,남,부산,0
3554,,5000.0,여,서울,1
3555,20.0,4000.0,남,부산,0
3556,50.0,4000.0,nan,서울,0
3557,30.0,6000.0,여,서울,0
3558,50.0,3000.0,여,대구,1
3559,30.0,6000.0,남,서울,0
3560,50.0,4000.0,남,부산,0
3561,40.0,5000.0,남,대구,1
3562,30.0,3000.0,남,대구,1
3563,50.0,4000.0,남,부산,1
3564,20.0,5000.0,여,부산,1
3565,40.0,,nan,대구,0
3566,40.0,4000.0,남,서울,1
3567,20.0,,여,대구,0
3568,50.0,6000.0,nan,대구,0
3569,,,nan,대구,0
3570,20.0,4000.0,남,서울,0
3571,50.0,,여,부산,0
3572,20.0,3000.0,여,부산,0
3573,20.0,4000.0,여,부산,0
3574,30.0,5000.0,여,서울,0
3575,50.0,,여,서울,0
3576,,3000.0,nan,부산,0
3577,30.0,6000.0,nan,부산,0
3578,20.0,6000.0,nan,부산,0
3579,20.0,,여,부산,0
3580,20.0,6000.0,nan,서울,0
3581,50.0,5000.0,nan,부산,0
3582,50.0,4000.0,남,대구,1
3583,30.0,3000.0,nan,부산,0
3584,,,남,서울,0
3585,30.0,6000.0,여,대구,0
3586,40.0,4000.0,여,대구,1
3587,20.0,5000.0,여,대구,0
3588,20.0,6000.0,여,서울,0
3589,20.0,6000.0,nan,부산,1
3590,30.0,3000.0,남,서울,0
3591,30.0,5000.0,여,서울,0
3592,20.0,5000.0,여,대구,0
3593,30.0,,남,대구,1
3594,50.0,3000.0,남,서울,1
3595,50.0,,남,대구,0
3596,30.0,3000.0,남,서울,0
3597,20.0,5000.0,남,대구,0
3598,30.0,3000.0,nan,부산,0
3599,30.0,3000.0,남,부산,0
3600,30.0,3000.0,nan,부산,0
3601,40.0,4000.0,남,대구,0
3602,50.0,4000.0,남,대구,1
3603,,5000.0,여,부산,0
3604,,3000.0,여,서울,0
3605,40.0,5000.0,여,서울,1
3606,30.0,4000.0,여,부산,0
3607,40.0,3000.0,여,대구,1
3608,40.0,,여,서울,0
3609,20.0,4000.0,남,서울,1
3610,50.0,4000.0,남,서울,1
3611,,4000.0,여,대구,0
3612,30.0,3000.0,여,서울,0
3613,,6000.0,여,서울,0
3614,,,남,부산,0
3615,50.0,,여,대구,0
3616,,5000.0,여,부산,0
3617,,3000.0,남,서울,1
3618,40.0,4000.0,남,대구,1
3619,50.0,6000.0,nan,대구,1
3620,20.0,3000.0,여,부산,0
3621,30.0,3000.0,남,부산,0
3622,,6000.0,nan,대구,1
3623,30.0,4000.0,남,대구,0
3624,20.0,3000.0,nan,부산,0
3625,30.0,,nan,서울,0
3626,20.0,,여,대구,0
3627,40.0,6000.0,여,서울,0
3628,,4000.0,nan,부산,0
3629,20.0,6000.0,여,대구,0
3630,30.0,3000.0,남,부산,0
3631,,,남,대구,1
3632,40.0,5000.0,nan,대구,0
3633,,6000.0,nan,부산,0
3634,20.0,5000.0,남,부산,0
3635,40.0,5000.0,남,서울,0
3636,30.0,,nan,부산,0
3637,40.0,6000.0,남,부산,0
3638,40.0,5000.0,남,서울,0
3639,50.0,3000.0,nan,부산,0
3640,40.0,4000.0,여,서울,0
